expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad,ium
1983899,TRIMETOPRIM SULFAMETOXAZOL 160/800 MG,COLMED LTDA,INVIMA 2021M-002125-R3,01/01/1999 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,1983899,2,100,CAJA POR 100 TABLETAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS.,Activo,11/10/2006,04/01/2021,No,U,J01EE01,SULFAMETOXAZOL Y TRIMETOPRIM,ORAL,A,TRIMETOPRIM,mg,160,TABLETA,TABLETA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,18,9,CAJA PLEGADIZA POR 9 TABLETAS QUE CONTIENE 3 BLÍSTER EN PVC -ALUMINIO POR 3 TABLETAS,Activo,08/22/2022,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINAANHIDRA,mg,65,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,46,45,TANQUE EN ACERO INOXIDABLE X 45 LITROS.,Activo,09/02/2013,,No,l,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,MESSER COLOMBIA S.A. (PLANTA ASU BOGOTÁ),FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,9,12,CAJA PLEGADIZA POR 12 TABLETAS QUE CONTIENE 6 BLÍSTER EN PVC-ALUMINIO POR 2 TABLETAS,Activo,08/22/2022,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,250,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20090034,NAPROXENO 250 MG,LABORATORIOS BEST S.A.,INVIMA 2021M-0016595-R1,11/19/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20090034,5,250,CAJA XSIN DATO250 TABLETAS RECUBIERTAS EN 25 BLISTER PVC TRANSPARENTE/ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,Activo,07/03/2015,,No,U,M01AE02,NAPROXENO,ORAL,A,NAPROXENO,mg,250,TABLETA,TABLETA RECUBIERTA,BLISTECO S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19955577,GLUCONITRIN D,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2021M-0004867-R2,10/14/2005 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,19955577,1,100,CAJA POR 25 SOBRES POR 4 G. CADA UNO EN SACHET DE ALU/ALU TIPO POUCH EN CAJA PLEGADIZA DE CARTULINA.,Activo,11/10/2006,,No,g,M01AX05,GLUCOSAMINA,ORAL,D,CONDROITIN SULFATO,g,30,100 G.,POLVO PARA RECONSTITUIR A SOLUCION ORAL,GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
20010477,MEROPENEM 500 MG,COLMED LTDA,INVIMA 2020M-0010488-R1,02/26/2010 12:00:00 AM,01/01/1900 12:00:00 AM,En tramite renov,20010477,4,25,CAJASIN DATO25 FRASCOS VIALESSIN DATOTRANSPARENTESSIN DATODE 20 ML Y AGRAFE FLIP OFF GRIS,Activo,10/22/2009,,No,U,J01DH02,MEROPENEM,INTRAVENOSA,A,MEZCLA DEMEROPENEM TRIHIDRATO Y CARBONATO DE SODIOEQUIVALENTE A MEROPENEM,mg,500,FRASCO VIAL,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,PHARMAYECT S.A.,FABRICANTE,FABRICAR Y VENDER,
19904844,DOLOFEN SLEEP,PROCAPS S.A.,INVIMA 2021M-13901-R3,11/22/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19904844,17,50,FRASCO BLANCO DE POLIETILENO DE ALTA DENSIDAD POR 50 TABLETAS,Inactivo,11/10/2006,06/23/2010,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,500,TABLETA,TABLETA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20094226,HENOCLOX® SOLUCIÓNINYECTABLE,GENECA PHARMA S.A.S,INVIMA 2021M-0016836-R1,02/15/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20094226,5,5,CAJA DE CARTÓN POR 5 AMPOLLAS DE VIDRIOSIN DATOTIPO ISIN DATOTRANSPARENTE X 1.5 ML DE SOLUCIÓN ESTÉRIL INYECTABLE CADA UNA.,Activo,10/22/2015,,No,U,M01AC06,MELOXICAM,INTRAMUSCULAR,A,MELOXICAM,mg,15,AMPOLLACON 1.5MLDE SOLUCIÓNINYECTABLE,SOLUCION INYECTABLE,VIDRIO TÉCNICO DE COLOMBIA S.A. VITECO S.A.,FABRICANTE,FABRICAR Y VENDER,
20022570,OLMETECANLO® 20 MG / 5 MG,PFIZER S.A.S.,INVIMA 2023M-0012216-R2,05/24/2011 12:00:00 AM,11/08/2021 12:00:00 AM,En tramite renov,20022570,1,7,CAJA POR 7 TABLETAS RECUBIERTAS EN BLISTER ALU/ALU,Activo,11/10/2010,,No,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,OLMESARTAN MEDOXOMIL,mg,20,TABLETA RECUBIERTA,TABLETA RECUBIERTA,DAIICHI SANKYO BRASIL FARMACÉUTICA LTDA,FABRICANTE,IMPORTAR Y VENDER,2A1025191001111
55669,LANSOPEP® CAPSULAS,PROCAPS S.A.,INVIMA 2021M-000336-R3,05/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,55669,7,28,CAJA XSIN DATO28 CÁPSULAS EN BLISTER ALUMINIO/PVC POR 7 CÁPSULAS C/U.,Activo,09/14/2011,04/01/2021,No,U,A02BC03,LANSOPRAZOL,ORAL,A,LANSOPRAZOL,mg,30,CADA CAPSULA,CAPSULA DURA,NOSCH LABS PVT. LTD.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,32,24,CAJA PLEGADIZA POR 24 TABLETAS QUE CONTIENE 6 BLÍSTER EN PVC -ALUMINIO POR 4 TABLETAS,Activo,08/22/2022,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,250,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
32392,HIDROXIDO DE ALUMINIO – GEL CARBONATO DE MAGNESIO. HIDRÓXIDO DE MAGNESIO. SIMETICONA,MOMENTA FARMACEUTICA S.A.S.,INVIMA 2009 M-001608-R3,03/02/1999 12:00:00 AM,03/03/2019 12:00:00 AM,En tramite renov,32392,4,200,CAJA DISPENSADORA DE 200 TABLETAS. 50 BLISTER DE 4 TABLETAS CADA UNO EN PVC FOIL DE ALUMINIO.XXX,Activo,11/10/2006,02/27/2024,No,U,A02AF02,COMBINACIONES DE SALES Y ANTIFLATULENTOS,ORAL,A,SIMETICONA,mg,25,TABLETA,TABLETA MASTICABLE,EUROFARMA COLOMBIA S.A.S,FABRICANTE,FABRICAR Y VENDER,
20018001,FENOFIB ® 200 MG,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2021M-0011050-R2,07/08/2010 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20018001,1,10,CAJA POR 10 CÁPSULAS EN BLISTER ALUMINIO-PVC TRANSPARENTE,Activo,05/18/2010,04/01/2021,No,U,C10AB05,FENOFIBRATO,ORAL,A,FENOFIBRATO MICRONIZADO,mg,200,CADA CÁPSULA CONTIENE,CAPSULA DURA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
20008325,MEXICAN,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2020M-0010149-R1,10/21/2009 12:00:00 AM,11/04/2019 12:00:00 AM,En tramite renov,20008325,2,30,CAJA X 30 TABLETAS X 3 BLISTER,Activo,08/19/2009,,No,U,M01AC06,MELOXICAM,ORAL,A,MELOXICAM,mg,7.5,NUCLEO TABLETA,TABLETA RECUBIERTA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
20098771,TRIMEBUTINA 200 MG + SIMETICONA 120 MG,COLMED LTDA,INVIMA 2021M-0016780-R1,02/02/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20098771,9,100,CAJA POR 100 TABLETAS RECUBIERTAS EN BLISTER PVC-PVDC/ALUMINIO.,Activo,11/06/2015,,No,U,A03AX13,SILICONAS,ORAL,A,TRIMEBUTINA MALEATO,mg,200,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20047996,IPCA PANTODEX DR - 40,IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA,INVIMA 2020M-0015437 R1,11/21/2014 12:00:00 AM,12/16/2019 12:00:00 AM,En tramite renov,20047996,1,5,CAJA POR 5 TABLETAS EN BLISTER ALU-ALU POR 5 TABLETAS,Activo,04/09/2014,,No,U,A02BC02,PANTOPRAZOL,ORAL,A,PANTOPRAZOL BASE ( EQ. PANTOPRAZOL SODIO SESQUIHYDRATO) EP,mg,40,CADA TABLETA DE LIBERACION RETARDADA,TABLETA DE LIBERACION RETARDADA,IPCA LABORATORIES LIMITED,FABRICANTE,IMPORTAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,19,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 3.5M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXIGENOS DEL LLANO S.A.S.,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,24,130,TERMO EN ACERO INOXIDABLE X 130 METROS CUBICOS,Activo,01/30/2007,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,MESSER COLOMBIA S.A. (PLANTA ASU CARTAGENA),FABRICANTE,FABRICAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,13,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 0.62M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXIGENOS DEL LLANO S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,24,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 6.5M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXIGENOS DEL LLANO S.A.S.,FABRICANTE,FABRICAR Y VENDER,1O1060121000102
19948264,OMEPRAZOL 10 MG,COLMED LTDA,INVIMA 2021M-0004097-R2,01/24/2005 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,19948264,8,10,CAJA POR 10 CAPSULAS EN BLISTER ALUMINIO / ALUMINIO EN SOBRE POUCH .,Activo,11/10/2006,04/01/2021,No,U,A02BC01,OMEPRAZOL,ORAL,A,OMEPRAZOL MICROGRANULOS85.5 MG/G 117.0 MG(EQUIVALENTE A OMEPRAZOL,mg,10,CAPSULA,CAPSULA DURA,NOSCH LABS PRIVATE LIMITED,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER,
20100151,LOMECAN V,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016822-R1,02/09/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20100151,2,5,CAJA POR 5 OVULOS EN BLISTER PVC-PVDC TRANSPARENTE / ALUMINIO POR 5 OVULOS,Activo,02/05/2016,,No,U,G01AF02,CLOTRIMAZOL,VAGINAL,A,CLOTRIMAZOL,mg,200,OVULOS,CAPSULA VAGINAL,HIGH PACKING COMPANY S.A.S.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER,
20083483,FLUDARABINA,LABORATORIO KEMEX S.A,INVIMA 2021M-0016859-R1,02/24/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20083483,5,100,CAJA PLEGADIZA CON 100SIN DATOFRASCOSSIN DATOAMPOLLA DESIN DATOVIDRIO TIPO I. INCOLORO CON TAPÓN ELASTOMERICO DE BROMOBUTILO Y PRECINTO FLIP OFF.,Activo,02/17/2016,,No,U,L01BB05,FLUDARABINA,INTRAVENOSA,A,FLUDARABINA FOSFATO,mg,50,FRASCO AMPOLLA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,LABORATORIO KEMEX S.A,FABRICANTE,IMPORTAR Y VENDER,
19949896,AMBROXOLCLORHIDRATO 15 MG / 5 ML,COLMED LTDA,INVIMA 2021M-0003981-R2,12/02/2004 12:00:00 AM,01/01/1900 12:00:00 AM,En tramite renov,19949896,3,120,FRASCO PET (POLIETILEN TEREFTALATO) COLOR ÁMBAR CON BOCA TIPO ROSCA + TAPA BLANCA DE POLIPROPILENO CON LINNERSIN DATODE EVA (ETILENO VINIL ACETATO) DE COLOR AZUL X 120ML CON CUCHARA.,Activo,07/10/2024,,No,U,R05CB06,AMBROXOL,ORAL,B,AMBROXOL CLORHIDRATO,g,0.3,CADA 100 ML,JARABE,PROCAPS S.A.,FABRICANTE,FABRICAR Y EXPORTAR,1A1044921001100
32283,METRONIDAZOL 250 MG,PROCAPS S.A.,INVIMA 2020M-001648-R4,12/24/1999 12:00:00 AM,02/10/2020 12:00:00 AM,En tramite renov,32283,6,60,CAJA POR 60 CÁPSULAS EN BLISTER ALUMINIO/PVC POR 10 CÁPSULAS CADA UNO.,Activo,11/10/2006,,No,U,P01AB01,METRONIDAZOL,ORAL,A,METRONIDAZOL BASE,mg,250,CAPSULA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,38,6,PLEGADIZA POR SEIS (6) TABLETAS QUE CONTIENE UN (1) BLÍSTER EN PVC-ALUMINIO POR SEIS (6) TABLETAS.,Activo,05/27/2024,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,NAPROXENO SODICO EQUIVALENTE A NAPROXENO,mg,220,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,42,25,CILINDRO EN ACERO INOXIDABLE X 25 METROS CUBICOS,Activo,09/02/2013,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,OXIGENOS DE COLOMBIA LTDA.,FABRICANTE,FABRICAR Y VENDER,
19956231,TOBRAMICINASOLUCIÓN OFTALMICA,OPHARM LTDA.,INVIMA 2021M-0004669-R2,08/10/2005 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,19956231,1,1,CAJA PLEGADIZA CON FRASCO GOTERO BLANCO EN PEBD POR 5 ML,Activo,11/10/2006,,No,U,S01AA12,TOBRAMICINA,OFTÁLMICA,C,TOBRAMICINA SULFATO EQUIVALENTE A TOBRAMICINA BASE,mg,3,CADA 1 ML,SOLUCION OFTALMICA,OPHARM LTDA.,FABRICANTE,FABRICAR Y VENDER,
38893,ARTREN CAPSULAS,MERCK S.A.,INVIMA 2022M-012174-R4,01/01/1999 12:00:00 AM,01/01/1900 12:00:00 AM,En tramite renov,38893,8,50,CAJA POR 50 CAPSULAS EN BLISTER PVC-PVDC-ALUMINIO,Activo,11/10/2006,,No,U,M01AB05,DICLOFENACO,ORAL,A,MICROGRANULOS DEDICLOFENACO SÓDICO EQUIVALENTE A,mg,100,CAPSULA,CAPSULA DURA,ALTEA FARMACEUTICA S.A.,FABRICANTE,FABRICAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,21,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 4.5M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXISALUD S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,5,30,CAJA PLEGADIZA POR 30 TABLETAS QUE CONTIENEN 3 BLÍSTER EN PVC-ALUMINIO POR 10 TABLETAS,Activo,04/24/2018,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,NAPROXENO SODICO EQUIVALENTE A NAPROXENO,mg,220,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
27076,MICROGYNON 30,ADIUM SAS,INVIMA 2021M-000145-R5,01/01/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,27076,2,1050,PRESENTACIÓN INSTITUCIONAL: CAJA POR 50 BLISTERS PVC TRANSPARENTE/ ALUMINIO POR 21 GRAGEAS CADA UNO,Inactivo,11/10/2006,,No,U,G03FA11,LEVONORGESTREL Y ESTROGENO,ORAL,A,LEVONORGESTREL,mg,0.15,GRAGEA.,TABLETA CUBIERTA (GRAGEA),BAYER S.A.,IMPORTADOR,IMPORTAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,14,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 1.0M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXISALUD S.A.S.,FABRICANTE,FABRICAR Y VENDER,1O1060121000100
20018001,FENOFIB ® 200 MG,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2021M-0011050-R2,07/08/2010 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20018001,2,20,CAJA POR 20 CÁPSULAS EN BLISTER ALUMINIO-PVC TRANSPARENTE,Activo,05/18/2010,04/01/2021,No,U,C10AB05,FENOFIBRATO,ORAL,A,FENOFIBRATO MICRONIZADO,mg,200,CADA CÁPSULA CONTIENE,CAPSULA DURA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
20010798,CEFALEXINA 250 MG /5 ML POLVO PARA SUSPENSION,PENTACOOP S.A.,INVIMA 2010M-0010880,06/02/2010 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20010798,2,100,FRASCO PEAD X 100 ML,Activo,11/04/2009,04/01/2021,No,ml,J01DB01,CEFALEXINA,ORAL,E,CEFALEXINA MONOHIDRATO EQUIVALENTE A 5.0 G DE CEFALEXINA BASE,g,5,40.19G DE POLVO PARA RECONSTITUIR A 100ML,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,GONHER FARMACEUTICA LTDA,FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,25,42,CAJA PLEGADIZA POR 42 TABLETAS QUE CONTIENE 14 BLÍSTER EN PVC -ALUMINIO POR 3 TABLETAS,Activo,08/22/2022,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINAANHIDRA,mg,65,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20098771,TRIMEBUTINA 200 MG + SIMETICONA 120 MG,COLMED LTDA,INVIMA 2021M-0016780-R1,02/02/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20098771,12,5,MUESTRA MEDICA: CAJA POR 5SIN DATOTABLETAS RECUBIERTAS EN BLISTER PVC-PVDC/ALUMINIO,Activo,11/06/2015,,Si,U,A03AX13,SILICONAS,ORAL,A,SIMETICONA,mg,120,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
19904844,DOLOFEN SLEEP,PROCAPS S.A.,INVIMA 2021M-13901-R3,11/22/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19904844,17,50,FRASCO BLANCO DE POLIETILENO DE ALTA DENSIDAD POR 50 TABLETAS,Inactivo,11/10/2006,06/23/2010,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,DIFENHIDRAMINA CLORHIDRATO,mg,25,TABLETA,TABLETA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
19944485,GLIBENCLAMIDA5 MG TABLETAS,PENTACOOP S.A.,INVIMA 2020M-0003691-R2,08/17/2004 12:00:00 AM,10/01/2020 12:00:00 AM,En tramite renov,19944485,8,900,CAJA X 900 TABLETAS EN BLISTER PVC/ALUMINIO,Activo,10/01/2014,,No,U,A10BB01,GLIBENCLAMIDA,ORAL,A,GLIBENCLAMIDA,mg,5,TABLETA,TABLETA,COASPHARMA S.A.S. (PLANTA PALOQUEMAO),FABRICANTE,FABRICAR Y VENDER,
19943882,RETROMICINA ® LOCION,PHARMADERM S.A.,INVIMA 2021M-0003925-R2,11/17/2004 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19943882,4,1,CAJA PLEGADIZA CON FRASCO GOTERO PEAD 60% Y PEBD 40% PORSIN DATO30 ML,Activo,11/10/2006,,No,U,D10AF52,ERITROMICINA COMBINACIONES,TOPICA (EXTERNA),B,ERITROMICINA BASE,g,4,100 ML,LOCION,SEVERIANO FERNÁNDEZ M & CIA. LTDA,FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,3,1,PLEGADIZA POR 48 TABLETAS QUE CONTIENE 4 BLISTER POR 12 TABLETAS,Activo,06/03/2015,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINAANHIDRA,mg,65,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,14,6.5,CILINDRO EN ACERO INOXIDABLE X 6.5 METROS CUBICOS,Activo,01/30/2007,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,MESSER COLOMBIA S.A. (PLANTA ASU BOGOTÁ),FABRICANTE,FABRICAR Y VENDER,
20007872,BAXUL® F TABLETAS,BIOQUIMICO PHARMAS.A.,INVIMA 2020M-0010586-R1,03/19/2010 12:00:00 AM,10/01/2020 12:00:00 AM,En tramite renov,20007872,2,20,CAJA POR 20 TABLETAS EN 2 BLÍSTER CADA UNO DE 10 TABLETAS. PVC ÁMBAR/ALUMINIO.,Activo,05/18/2021,,No,U,J01EE01,SULFAMETOXAZOL Y TRIMETOPRIM,ORAL,A,SULFAMETOXAZOL,mg,800,TABLETA,TABLETA,ANGLOPHARMA S.A.,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,33,3.2,CILINDRO EN ACERO INOXIDABLE X 3.2 METROS CUBICOS,Activo,09/02/2013,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,MESSER COLOMBIA S.A. (PLANTA ASU CARTAGENA),FABRICANTE,FABRICAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,23,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 6.0M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXISALUD S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20064597,FEMAVEN® 500 MG,KERN PHARMA S.L,INVIMA 2019M-0015235-R1,08/19/2014 12:00:00 AM,12/17/2024 12:00:00 AM,En tramite renov,20064597,1,30,CAJA CON BLISTER PVC/ALUMINIO POR 30 TABLETAS RECUBIERTAS,Activo,01/02/2014,,No,U,C05CA53,DIOSMIN COMBINACIONES,ORAL,A,FRACCION FLAVONOICA PURIFICADA Y MICRONIZADA(CONTENIENDO: DIOSMINA (90%) 450 MG Y FLAVONOIDES EXPRESADOS COMO HESPERIDINA (10%) 50 MG),mg,500,TABLETA RECUBIERTA,TABLETA RECUBIERTA,KERN PHARMA S.L,FABRICANTE,IMPORTAR Y VENDER,
